-6.381432041136332334e-01,7.581695555718345192e-01,8.675655452497171849e-02,-1.748516553048021921e-02,-1.005969446897855696e-01,7.588596266204316043e-01,6.480376115720721808e-01,-7.371689173452026893e-03,-2.053425713211801899e-03,6.419316719896006607e-02
-5.775356526495012410e-01,8.068488913323477174e-01,9.161008133742791493e-02,2.454613040057896517e-02,-8.032756036494358154e-02,8.086616266427135713e-01,5.794607279590042737e-01,2.394841795632607351e-02,7.972837703649457430e-02,5.797842289418591449e-02
5.324648085741999493e-02,9.953361691785008736e-01,5.420867432992136636e-02,5.823312269758662563e-02,-1.187626412840853303e-02,9.885776198925280145e-01,-5.198447701864871567e-02,-3.597260764315444309e-02,4.448208834263094741e-02,1.293801333773941520e-01
-9.905423183202978210e-01,-9.944144513058456036e-02,2.295760650676886491e-02,-1.407107036906479281e-03,-9.169669001800385966e-02,9.365951477025764860e-02,-9.914190153061228639e-01,-7.058123550780287525e-02,-3.455065614786748812e-02,4.626848534782030536e-02
6.330072763115365264e-01,-7.672103165473815878e-01,-7.003249630557126237e-02,-1.208351339126009045e-03,7.605332121720910499e-02,-7.638363649325364824e-01,-6.390371427197372167e-01,1.997648110654218906e-02,-5.193311166348846264e-02,-7.134024072562986096e-02
-7.600931324482280704e-01,6.379271802163178906e-01,6.889173763467743017e-02,3.156647723144643939e-04,-1.027675609700082482e-01,-6.393949322856538053e-01,-7.632924908663939467e-01,-6.295660701918430469e-02,-4.426014064186371832e-02,-5.134393379352928527e-02
6.141572646303439242e-01,-7.785333209745969318e-01,-7.330555024333457181e-02,-1.461862314055903563e-02,1.054007333704810728e-01,7.804172185994682209e-01,6.181442688484739545e-01,2.163037987819029992e-02,7.993346902028002077e-02,4.460263445094107132e-02
6.219517736977659972e-01,-7.771518908660874914e-01,-5.588422839587033064e-02,1.173053620824288101e-03,7.801606680209309530e-02,7.765531897831992048e-01,6.258654578098965526e-01,5.873981958188506311e-03,5.477796179755962946e-02,4.714279791449960816e-02
-7.730929337707879156e-01,6.215125346675538509e-01,8.822370558332973123e-02,-1.702503034475267435e-02,-8.930963620850312923e-02,6.224540933447100244e-01,7.779237801077876213e-01,2.785158965676704651e-02,7.110067288640042893e-02,3.942686000580876426e-02
-6.767582970807776155e-01,7.257018993210982982e-01,9.725963485831828903e-02,-3.214020401175758163e-05,-7.678230947497115266e-02,7.275399207708626026e-01,6.781784086575556314e-01,6.060041410520416311e-02,4.020161874924839396e-02,7.396708305489843593e-02
-6.142647214267723532e-01,7.782952699615065528e-01,7.838218493218579441e-02,1.605827875148278100e-02,-1.026337641072936208e-01,7.813756976913941443e-01,6.169319919543115871e-01,9.604628278747369408e-03,9.061806385066321912e-02,2.330351862179465619e-02
-9.322066736166447765e-01,3.299874654654325057e-01,7.525762151421734603e-02,-1.470385087302070182e-02,-1.273541419578361478e-01,3.338651103144354426e-01,9.397018137334371968e-01,6.123706307522294723e-02,3.472280183152741395e-02,2.321504942290125023e-02
5.627767043582329043e-01,-8.201661068153193179e-01,-7.607619451515058862e-02,-1.489511058486500325e-02,6.782688679164047829e-02,8.206609695185566045e-01,5.669447923269999023e-01,5.738422080647380234e-03,3.683828746337813181e-02,6.082093924749535502e-02
-7.324260598072344086e-01,6.692317014447165535e-01,7.349507563420100420e-02,1.104909880540414120e-02,-1.007838676067300959e-01,6.719214027560781455e-01,7.375229873039970130e-01,2.415375534851256847e-02,5.091453980068192525e-02,3.749369888316677474e-02
