8.249270370263664942e-01,5.157904943040604318e-01,7.430818031101768528e-02,2.111663659680005078e-01,5.721171707458373029e-02,-8.332419851667530533e-03,5.466267354399331202e-01,-8.266472536927570447e-01,-1.967637778241308061e-02,-9.715178600609918058e-02,-3.283298404721742697e-02,8.336603538760813115e-02
5.721530764922461154e-01,7.972134042764625894e-01,5.221856270729181848e-02,1.785626375614205452e-01,4.773154077125238426e-02,-1.421095682518689132e-02,-8.128334576864286731e-01,5.818879269598326021e-01,1.663277181302762198e-02,4.046026982889153190e-03,-1.328741702365876000e-02,-1.544783610160388801e-02
-5.915894305905906592e-01,-7.791492109084033890e-01,-5.305459854405335240e-02,-1.899535205791741954e-01,-6.324643875324724440e-02,7.156139479576975951e-03,7.996834973469606478e-01,-5.990286073809089062e-01,5.005176155928084750e-03,-2.937814196863067912e-02,-1.362639564933163655e-02,2.443820652072292016e-02
-5.743840322052233827e-01,-7.969784076421360108e-01,-6.457427715599313445e-02,-1.605790457478475930e-01,-6.725678479728067205e-02,2.072339246113505049e-02,-8.120868073384527319e-01,5.811013187088130971e-01,4.696061664952260427e-03,1.931773144361855973e-02,-1.564143237465635133e-02,-4.686568671957400123e-02
6.539274143489832714e-01,7.356714770928952651e-01,6.402840278769721116e-02,1.566450745333243522e-01,5.029011560419095056e-02,-5.557187710132736603e-05,7.431053457584335664e-01,-6.629079894540993445e-01,8.014435009028618440e-02,-2.462126912988485058e-02,9.400992947400365132e-03,3.506765190035834867e-02
6.257782670634651767e-01,7.476844664355788428e-01,8.006587151470535846e-02,1.984079238368386955e-01,5.479838913268086920e-02,-2.429789389637750097e-02,-7.689458356313341181e-01,6.362239506468901906e-01,-2.086017341222239085e-02,2.079322503126275479e-02,3.726362678399768036e-02,-4.105244895748281359e-02
6.946205263594988910e-01,6.956839278407607186e-01,4.616983838045606720e-02,1.671047955040607658e-01,5.889547183854659113e-02,-1.361486132086774103e-03,7.117242591542422003e-01,-7.001798171203246213e-01,-4.543525210806046528e-04,-4.983800147044673695e-02,1.868853745409497502e-02,1.906589546124302578e-02
6.652283856920697680e-01,7.208354933195300074e-01,5.758884483219895573e-02,1.805598414127855267e-01,4.241765614994955080e-02,-1.223917917753456971e-02,7.331939290966011935e-01,-6.766933080922121757e-01,2.246393073854100614e-02,-1.312402519929876596e-02,4.002227807350574457e-02,4.726709378897515912e-02
6.554889770425459394e-01,7.278438607926172033e-01,8.125491155719234693e-02,1.777936229030069315e-01,4.517140995624113059e-02,-1.800349987183960318e-02,7.455463210860489021e-01,-6.652217012116039552e-01,1.474817851738763688e-02,-3.490430391977716873e-02,1.309707149903231206e-02,5.780905520920300196e-03
6.350018690884398076e-01,7.471231772241054836e-01,5.796651247707188676e-02,1.816585672961814335e-01,4.307941885356929984e-02,-1.907344591648223869e-02,-7.672577614520121880e-01,6.383166398322145385e-01,-5.775366529527248965e-03,5.151831468820686211e-02,1.648620267962996183e-02,-3.013483564416569865e-02
-6.685280930388589615e-01,-7.200122040921905775e-01,-3.061587792139536246e-02,-1.729534372761554473e-01,-5.528413654439891939e-02,2.731401794204004960e-02,-7.369660106038214975e-01,6.740189818680962786e-01,-4.806440031951947529e-03,3.228410717716297812e-02,1.816332484999991920e-02,-3.441278083167676610e-02
