-8.155744986177126954e-01,2.575423004950888953e-02,3.555976061821020107e-01,-1.444225084254744107e-01,3.095000230779338946e-01,-3.017899502823677693e-01
-2.136691980181000261e-01,7.371571809483390414e-01,3.412417173313421204e-01,-2.517882652091718576e-01,4.806674373221782037e-01,7.767814907817000014e-03
-3.423111767494579905e-01,5.887487428259365885e-01,2.684197159549335521e-02,-1.631715163519286971e-01,5.045331006129377682e-01,-5.042805680288051651e-01
-4.203911857877613567e-01,7.949899293195660244e-01,7.997059586059596104e-02,-7.679611436469031827e-02,4.229051979383498527e-01,1.097804014127230776e-02
-1.797945073328763854e-01,7.479497533639581919e-01,-2.345338110676955384e-02,-2.697172928995982821e-01,5.597455544502478730e-01,-1.470800349281973785e-01
-5.235226845068279289e-01,5.238601858016540547e-01,-3.816961660730581324e-02,-4.114901721087940167e-01,4.924620988447377390e-01,-1.954341432963620506e-01
-9.944116611729050259e-01,-3.198420207659469217e-02,-6.186764953696706482e-02,6.383700747810421017e-02,2.819298089356144996e-02,-3.774712156196848023e-02
-2.150827356196294282e-02,-7.804628265936965903e-01,3.726415731697114153e-01,2.816117308476227543e-01,-3.034203157306828991e-01,-2.831684542286839745e-01
-5.046201320319072536e-01,5.317316978852394405e-01,2.690387434000080513e-01,-2.374604049729302779e-01,3.979675501960832085e-01,-4.188943344364367549e-01
-3.183548252474124318e-01,7.004711815591333490e-01,-9.388704389234242553e-02,-3.946215735620801079e-01,4.879692857964227359e-01,-7.304342430852729662e-02
-4.179467296074199645e-01,-8.704908637657335913e-01,1.992350143934614251e-02,-8.689195361223904512e-02,-2.343667757276200470e-01,-6.849265824695043026e-02
-6.128729793877685239e-01,3.834485518966286310e-01,9.310218405853201706e-02,-1.464083463366911420e-01,5.620943832033585830e-01,-3.623539747297674363e-01
-7.907782718873266337e-01,2.001688434875693867e-01,4.737209919300718330e-01,7.920639166193157998e-02,3.105697927381901868e-01,8.639057802205638015e-02
-2.022088948049636237e-01,7.874125725871631287e-01,2.605633611424723259e-02,-1.727424312764259950e-01,5.097719749508720088e-01,-2.206958466603275437e-01
-6.187210926986463910e-01,4.163911141861998955e-01,6.850541752557947305e-03,-1.803220618530048669e-01,6.178852924058304552e-01,-1.716316957671484567e-01
-3.307692231857806142e-01,5.666733213103057887e-01,-5.123143707860752794e-02,-3.981002685156065923e-01,6.390268879733850271e-01,-3.036514109219875471e-03
-6.234646002414709898e-01,3.821181794051000669e-01,2.199252310431125679e-01,-4.603943822817139209e-01,3.758687048054816793e-01,-2.523295691665903839e-01
-2.042672573082133791e-01,6.740827498818393604e-01,6.686753376412865602e-02,-2.254094923009422047e-01,6.328848433679283847e-01,-2.192336713363281231e-01
-6.164571709097144137e-02,5.951615512816952336e-01,-3.297667554461097272e-01,-1.861661290453886231e-01,6.902831750915490172e-01,-1.486194167147656120e-01
-4.735930206282787935e-01,5.951849371465889327e-01,3.324092011889674958e-01,-3.119335971175595801e-01,4.577668374865820899e-01,-6.415308143604112057e-02
-2.394005624258981335e-01,8.113136193180878752e-01,3.185920340848883425e-01,-2.628222949890138271e-01,3.373015182039175719e-01,1.043190830299102131e-02
-2.632259163703005722e-01,7.537633211879041228e-01,7.923736199215154763e-02,-1.200360331305130590e-01,5.449358217907629420e-01,-2.119214805696608139e-01
-7.823010402780150585e-01,3.481138707229336493e-01,2.773435940119187704e-01,-3.671247490179176121e-02,4.228277089394671395e-01,-9.884972933888402924e-02
-3.730525994684328328e-01,6.551095823220708381e-01,1.009438631573374018e-01,-3.365816720449725241e-01,4.775958167551951905e-01,-2.829991935180526386e-01
-4.346722648547987067e-01,7.298134831319812443e-01,2.170279312312352327e-01,-1.806505857902054868e-01,4.311964487299068671e-01,-1.129874662368695049e-01
-5.327314102418980735e-01,6.212391645377486338e-01,1.867762995913372082e-01,-2.323185029502088106e-01,3.596961384163546160e-01,-3.346947267173803753e-01
-5.207291779536091791e-01,6.858383824218935443e-01,1.208687131738477583e-01,-1.133062727600580161e-01,4.759202293431644692e-01,-6.722510286753226316e-02
