6.454217396977457444e-01,7.454244983272390046e-01,-1.262211654777466441e-01,-5.259780015243047113e-02,1.529112616827168515e-02,5.911403210712352918e-02,-7.311974215099160956e-02
7.514461582583696897e-01,6.511286215524869636e-01,-8.684900415788772421e-02,-5.427215562350249517e-02,5.896845465503616074e-03,2.264392008709463847e-02,-1.801258258279134217e-02
6.907364315068258431e-01,7.051843991743736995e-01,-1.432692934456884504e-01,-6.480186845153926289e-02,-1.853495905564354982e-03,2.649876105216621841e-02,-1.292876508736262760e-02
-6.833182291757295967e-01,-7.172560443122782958e-01,1.083803988241608951e-01,5.333386942722471991e-02,-1.691433649374669487e-02,-2.049713396963444290e-02,5.764481604004475374e-02
-7.260305017114105919e-01,-6.697987330984342957e-01,1.019237293751670825e-01,7.931669310318213706e-02,-2.899745596031199843e-02,-3.091683631651054830e-03,8.197177776524336434e-02
-7.065672105248842483e-01,-6.918037265012999537e-01,1.336996246748365091e-01,4.401831492217521402e-02,-1.571374308386364743e-02,-3.483230978049194071e-02,2.994942064329185125e-02
-6.943985749167941313e-01,-6.988166625616047956e-01,1.640738096504927301e-01,3.676705445434340358e-02,2.529374608921471437e-02,-2.333700774704184147e-02,-3.077409868626907082e-03
-6.694642546871673039e-01,-7.213998174585420919e-01,1.286828308782191066e-01,9.678554721283491591e-02,-2.709232726550161660e-02,-5.848396853200125978e-02,3.631574290723778992e-02
-6.924372839140529035e-01,-7.121170604780240332e-01,9.927319493869808664e-02,3.830204763987615085e-02,-4.243498266768823413e-02,-1.350602740731684896e-02,-1.070258869569691573e-02
-6.998755523392871103e-01,-6.966440463828422747e-01,1.259862618739922002e-01,6.945928823388868023e-02,-3.196043697913638487e-02,-5.605946609587116741e-02,1.403685362057796289e-04
7.296309500859724517e-01,6.641347832791436590e-01,-1.270904150994090487e-01,-7.820342007610457669e-02,1.062414688244733493e-02,4.835756590847699321e-02,4.294870331096874161e-02
7.026816430236184630e-01,6.959619520410075255e-01,-1.224228926255837846e-01,-5.226630216415303204e-02,1.004274377582662151e-02,5.875605170980816722e-02,-2.456030482497878475e-02
-6.577094607660778358e-01,-7.323810145189291188e-01,1.496157511153309305e-01,7.220595710970657832e-02,-5.647230031737938277e-02,1.572162678917424575e-02,-1.204705379485454921e-03
6.866350984531089940e-01,7.143932031298321217e-01,-1.053142202620434564e-01,-8.011085879803933607e-02,1.392830121192597040e-02,8.456304399349778497e-03,-2.000628772864835800e-02
-7.650901822703254362e-01,-6.319737969470865524e-01,1.071813353137538172e-01,3.887157864179514866e-02,-1.040671632823411859e-02,-4.513037960044094521e-02,1.011156726140286302e-02
8.595513352903515480e-01,4.946081610254317029e-01,-9.605041432573251103e-02,-7.709404800589766960e-02,3.329617856606151977e-02,1.601413335508247368e-02,-8.211769846077333576e-05
-5.672738678670128376e-01,-8.061553621638697376e-01,1.420695382758913050e-01,4.582188456181796044e-02,-2.075461607399439051e-02,-5.738411551268613603e-02,4.802917110845640603e-02
-7.719991231891004668e-01,-6.226794156317068119e-01,1.166123896758145817e-01,3.281154423999661091e-02,-3.232160938979974918e-02,-2.309945370742580786e-02,-5.863538809541399797e-03
7.240624843569817282e-01,6.767629759737271433e-01,-1.199200522403922747e-01,-3.860842245085246982e-02,2.178629349153232350e-02,3.711975604400619133e-02,-1.202086366408520058e-03
