-5.945013364012257107e-01,-7.737362639851507184e-01,1.273783779513703585e-01,1.896518355994817120e-02,-7.921511369242247025e-02,1.488317684196221180e-01,5.375403172095727378e-02
6.238687185170704863e-01,7.657118474660643548e-01,-8.927988355675518795e-02,-7.273311797454730387e-02,4.163546860412684764e-02,-9.656402246505033093e-02,1.241217012660807660e-02
6.356556210397754647e-01,7.595047859603465401e-01,-7.924411892544999669e-02,-6.494905349558367791e-02,6.256704735168207299e-02,-5.933178013321511318e-02,3.408087530476373861e-02
-6.304507684186214655e-01,-7.519138081324775458e-01,8.735684340333171871e-02,7.723874711645818680e-02,-2.471864048378641029e-02,1.503619131482018534e-01,1.845793817350258742e-02
6.080168755031263306e-01,7.756913729664809409e-01,-5.085495726935435751e-02,-1.038212856323719041e-01,9.191399030054508631e-03,-1.218105678537659692e-01,-1.819315043026362849e-02
6.293170407013159995e-01,7.638554507812262973e-01,-7.628476845248995108e-02,-2.146607001498246348e-02,4.797227355759135087e-02,-1.090626294143258318e-01,-2.959454334644086131e-03
-6.401344713342806969e-01,-7.542893446003422486e-01,9.296808135632123049e-02,4.249495752747482064e-02,1.221031129816408690e-02,1.002090746782546560e-01,2.521125375223433676e-02
-6.321097518696148221e-01,-7.549972986371789041e-01,1.074778705727789524e-01,9.538496026556400609e-02,-4.022554441813480652e-02,9.026636037320530381e-02,6.686519375652265514e-04
6.212641877835713977e-01,7.684598273667260226e-01,-8.978820606492618484e-02,-8.624420486040887401e-02,2.030512962168728661e-02,-8.654904237773912434e-02,9.863207150914887061e-03
5.995199759495591918e-01,7.831568545098527290e-01,-8.856740164935560100e-02,-6.756193857162967609e-02,7.068137251352303585e-02,-9.668997819838502650e-02,2.208010844173518769e-02
6.478037929606177414e-01,7.399044654296842438e-01,-1.157236231928486653e-01,-5.500297993877908964e-02,5.452771086426642932e-02,-1.161886431337343095e-01,-1.127408829441079070e-03
6.588759292273881352e-01,7.338328014304198454e-01,-9.845297662671063932e-02,-9.815330473731301297e-02,-3.058345776542882154e-03,-8.305095041983033555e-02,-3.373508185089510447e-02
-5.995103411427370466e-01,-7.860644198605952759e-01,4.436056771099244206e-02,9.787900270545892012e-02,-4.279979231147771485e-02,9.539430130473144920e-02,-1.449222586646810827e-02
6.832015126725252685e-01,7.137526854163307455e-01,-9.964831072409420509e-02,-5.210028455431175987e-02,1.688519709564370889e-03,-1.054664630853698465e-01,-4.748234155634026114e-03
7.093374163765941987e-01,6.897795445434365957e-01,-9.422545990511727032e-02,-5.271523365768176345e-02,3.787754256727804414e-02,-8.864197177952785889e-02,-9.755465740504726604e-03
6.506876849294865872e-01,7.418794097133415422e-01,-8.708507044970116573e-02,-9.117638354948311152e-02,7.014316327153036212e-02,-6.929476018522146008e-02,2.452974865817256558e-02
4.472171165261253356e-01,8.842553772034815740e-01,-6.538955166984590506e-02,-5.076060157302513670e-02,3.941474542072068848e-02,-9.517448849570288305e-02,2.500282016390842008e-02
6.607692041977919484e-01,7.283201895614008770e-01,-1.084690527681451272e-01,-5.516782497709513122e-02,9.389281214727322744e-02,-9.647554900788687937e-02,-1.159400984770612812e-03
-5.790382980757730058e-01,-7.842376616476741669e-01,9.869736510859104806e-02,9.086790305501860066e-02,-4.447274008357723213e-02,1.617276325738867260e-01,5.961662504209815777e-02
5.899299486346725185e-01,7.969673323218466887e-01,-7.575434300505889951e-02,-7.571076593626414886e-02,3.218135181036056031e-02,-5.257038870383342472e-02,3.944111027967837219e-02
6.230078231128510780e-01,7.762813004988642351e-01,-4.828474260808469226e-02,-2.184711536689383851e-02,-1.701005255350153400e-02,-7.824855119205589848e-02,5.263493693984032731e-03
6.205714218320451669e-01,7.673058510282988465e-01,-7.568389430709256127e-02,-6.449768429701766004e-02,5.513314125580986297e-02,-1.133160469446555935e-01,1.909577141753064297e-02
