-6.674370034479766289e-01,-7.316123213110243828e-01,-9.249638327688475270e-02,3.768894073704406184e-02,-9.641172418899821017e-02
-6.891081626781273561e-01,-7.114401784539090556e-01,-8.993089633621000056e-02,4.745925188599405681e-02,-9.296701515286705242e-02
7.077321537943008778e-01,6.980494947527340344e-01,5.843557215903757290e-02,3.222229700508438214e-03,9.174422326956523099e-02
-6.648935604423689139e-01,-7.384947469251155194e-01,-7.681631174011692431e-02,4.259268442493929080e-02,-6.947790677907739187e-02
-6.510463318254517961e-01,-7.525397176561532397e-01,-3.654170986670979976e-02,3.487787030128660509e-02,-8.526948322749795806e-02
6.772432427193998405e-01,7.218027367675979855e-01,1.060506425711867373e-01,-6.674551220919652805e-02,6.812266286551271754e-02
-6.520009026408072339e-01,-7.527456495148194815e-01,-5.477373098481057301e-02,5.051598090046665462e-03,-7.240945962251979506e-02
7.085774517928112859e-01,6.954800295843951430e-01,5.443768653328915491e-02,-7.837942826991635414e-02,7.154527775527540212e-02
7.009546243043036640e-01,7.098046855956055001e-01,3.142633671437081166e-02,-2.713138419904405005e-02,5.582290143923901438e-02
-6.782749554100773182e-01,-7.253987164361535012e-01,-6.830827079162181403e-02,5.436769328088232600e-02,-7.821714086447226211e-02
-6.920855603107224363e-01,-7.172975400516574673e-01,-6.112614016661179622e-02,1.543980033825613843e-02,-5.026951162564468473e-02
6.701269767968109914e-01,7.253758255872608807e-01,8.427154096417827089e-02,-6.227831596151547217e-02,1.173859675058582519e-01
6.842058142379683350e-01,7.224944333992012746e-01,5.375905950623958984e-02,-4.003480949247963799e-02,7.328966516522858465e-02
-7.381169971952200592e-01,-6.716337778316063822e-01,-3.664645860239455766e-02,2.590714370710906281e-02,-4.557657187632599416e-02
-6.957016392441159880e-01,-7.081890504853174395e-01,-7.249913548409932240e-02,2.598508967551614243e-02,-9.239127877872614636e-02
6.871365763227225143e-01,7.211372851101602865e-01,4.899326111623700936e-02,-6.589793904759326526e-02,3.258010893030716115e-02
-6.267654079910072173e-01,-7.704933922035827054e-01,-6.139697821579707948e-02,-7.316079747164500914e-03,-9.839685950061952124e-02
-6.924391040323722990e-01,-7.142310815660753986e-01,-5.077379250186211251e-02,2.554632091231092555e-02,-8.468445438581208295e-02
-6.969057383748316070e-01,-7.034672244946987840e-01,-9.383381222376914466e-02,6.074715608232233305e-02,-8.343413326343136760e-02
6.964655507218787678e-01,7.043284973985647346e-01,9.375026454826280997e-02,-3.609830350842945651e-02,9.362107022938043199e-02
-7.270763104689818013e-01,-6.795590089449738969e-01,-5.712918262541422099e-02,2.445253934566934961e-02,-7.548458073433543525e-02
-6.876809545407166491e-01,-7.131889212569406666e-01,-5.981677726923883415e-02,4.570921917548140256e-02,-1.130888491312037891e-01
7.311903109108730536e-01,6.799825831412967814e-01,2.652640272482224490e-02,-1.624733716924395624e-02,4.490868343582965494e-02
-6.960689296209451316e-01,-7.091857871338649311e-01,-6.637278940724399001e-02,6.166999925730847626e-02,-6.584093378421485010e-02
-6.492682010265027337e-01,-7.521205212332251477e-01,-5.988526028717654909e-02,6.812444567950997829e-03,-9.556605503533228962e-02
6.892331495964785226e-01,7.045263104920971298e-01,9.165430283791604904e-02,-9.338811806993749243e-02,1.071377220980659906e-01
-7.086336332564615592e-01,-6.938564346046725007e-01,-7.236368165032673605e-02,4.768004453667967768e-02,-9.429598563262932276e-02
-6.311492035385040111e-01,-7.696723616348994934e-01,-3.335158814859730259e-02,5.839522131090681828e-02,-6.879540903348897729e-02
-7.605411633592804588e-01,-6.464297254482632704e-01,6.045136363935461410e-04,3.854368924602299268e-02,-4.711440836479620364e-02
-6.773846162735669418e-01,-7.297248941639465913e-01,-3.690669292896315429e-02,2.004423252000522154e-02,-8.299268180424519692e-02
-6.861867214393770897e-01,-7.175167920977659763e-01,-7.374762700161982543e-02,2.091534489534595948e-02,-9.187639652026387271e-02
-6.401251947393459263e-01,-7.563891119922124817e-01,-9.302709963854911834e-02,4.713166438742050213e-02,-8.508708047910654160e-02
-6.815226849637860962e-01,-7.203781710391213844e-01,-1.802766148376585761e-02,2.708840161804058205e-02,-1.245927064048641120e-01
-6.742283103644360898e-01,-7.337157443248618627e-01,-5.086945620769577070e-02,8.110973314569029299e-03,-6.651242417740722834e-02
7.095703287511466728e-01,6.946582093415746284e-01,5.155088208113609710e-02,-3.647552535726068107e-02,9.985971838992672989e-02
6.805988040287451746e-01,7.292731836884168706e-01,3.269930685705473711e-02,-2.259037478634665086e-02,5.802001211377864898e-02
6.790595530394772927e-01,7.242873835619687561e-01,6.173512250281050495e-02,-2.931584398366722174e-02,9.805745958299776077e-02
6.862287942868583457e-01,7.176774066818271125e-01,6.423885983058351401e-02,-2.271774304040134404e-02,9.688371828573150157e-02
7.026966722070558946e-01,7.000815598012840590e-01,7.065374430085546997e-02,-3.379038532045269133e-02,9.984715705264353425e-02
6.683964426513034907e-01,7.369039914467063745e-01,7.224083831603829442e-02,-4.370954743115545299e-02,5.558272738679532338e-02
-5.888975094982541458e-01,-8.034671605725901555e-01,-1.059760131902649088e-02,-1.387195182957204342e-02,-8.564756264421181930e-02
-6.739249328344089074e-01,-7.307764998351093944e-01,-5.322221301816000560e-02,4.394393752847452345e-02,-8.382850701775998448e-02
-6.787804287580235796e-01,-7.303365179830224596e-01,-4.555361552780547857e-02,1.474068903490600817e-02,-5.977692058503143724e-02
6.788900448449993741e-01,7.270853693662661099e-01,7.257722362260882187e-02,-3.479632756942271921e-02,6.306294365782669220e-02
-6.937982762418152261e-01,-7.112389445485324257e-01,-3.945958208048677002e-02,2.192052020129377915e-02,-1.036607342126874276e-01
-7.171575168351210783e-01,-6.918383206003351216e-01,-3.176341916359700507e-02,6.424465722813339774e-02,-4.368687922555312964e-02
7.125146217976733309e-01,6.943615758370067503e-01,6.445721388920395978e-02,-3.328781795138593264e-02,7.015771147453565837e-02
7.186263715399967555e-01,6.894961977609714854e-01,4.867301374167692235e-02,-9.257565902897367050e-04,7.616568852481943319e-02
6.370797409744102247e-01,7.664347571795858682e-01,3.106184710612330119e-02,-1.569877514031918150e-02,7.413418064899081339e-02
-7.554959023865142065e-01,-6.441337533490416600e-01,-7.658916497300953530e-02,5.159637286100589998e-02,-7.608918050542982925e-02
