6.233229945315114096e-01,7.761132079868588995e-01,9.548158396578987350e-02
-6.964932069187517172e-01,-7.166824783137070165e-01,-3.554487296581473887e-02
7.555783723654841966e-01,6.534925354470090264e-01,4.526399594120417841e-02
6.406674750485339409e-01,7.675007710118679771e-01,2.208512873234550963e-02
7.046930614900129841e-01,7.083595286635058219e-01,4.042854485940234471e-02
7.299792398030682250e-01,6.810086098610789174e-01,5.794465248506907445e-02
6.799227153186357953e-01,7.323192171616506041e-01,3.759874159437541496e-02
5.686526365756885415e-01,8.199128935565230814e-01,6.615909533304872858e-02
7.814688309778540232e-01,6.232829949295847216e-01,2.871888649849364122e-02
6.714849349814628887e-01,7.401288085527840677e-01,3.629502504719678974e-02
6.533550564880030720e-01,7.543557952990407323e-01,6.383184362299118564e-02
-6.882958621842496516e-01,-7.247465860359629808e-01,-3.148320392299572973e-02
6.885889257041554190e-01,7.243589596310998635e-01,3.390264001147749728e-02
6.947341028720781519e-01,7.184754880055580495e-01,3.372683563134663137e-02
7.529890331375989065e-01,6.565032173718465813e-01,4.484463797287233100e-02
7.304534337917717446e-01,6.807101345114336954e-01,5.542105949218028432e-02
6.857974216197412209e-01,7.267404698757660153e-01,3.911759124059217829e-02
7.693291754985887021e-01,6.374872051689539632e-01,4.174545451348696951e-02
7.124696332355401340e-01,6.998622309538409247e-01,5.079251324287419739e-02
7.259545772133443320e-01,6.864493913067190034e-01,4.215667204167568988e-02
7.408040941986171468e-01,6.707726802734699234e-01,3.568340534915265955e-02
6.935604055559825287e-01,7.183114817180347167e-01,5.479579433736221639e-02
7.467580856642520581e-01,6.638068401326135959e-01,4.138647711772706211e-02
6.925034374573058038e-01,7.195067589725465673e-01,5.243102995971978680e-02
7.210277953362773662e-01,6.891907721961857414e-01,7.165889946219114459e-02
6.590540176561586749e-01,7.512062127420280344e-01,3.656539004379308344e-02
7.088643904952408592e-01,7.028017905474626126e-01,5.984078117046377071e-02
6.478064826452374358e-01,7.600003869707021575e-01,5.240393923350546157e-02
-6.904636241927762930e-01,-7.221840551741952607e-01,-4.135425151942142413e-02
6.615047663920516907e-01,7.477295740765859122e-01,5.754935353107356460e-02
7.008670630823334857e-01,7.121278904060753812e-01,4.073361746932191441e-02
6.390087071995366186e-01,7.681792285085539129e-01,3.960486095392739408e-02
-6.637617820264071211e-01,-7.458498983804555671e-01,-5.593054449040004567e-02
6.869889778826148152e-01,7.250760212666910176e-01,4.807190085554340075e-02
7.189184736673592813e-01,6.941531776928436814e-01,3.616067088318352524e-02
6.710129895663818900e-01,7.391618930454781911e-01,5.814863457220367099e-02
7.079440079847255651e-01,7.049250956253900746e-01,4.354183179492242955e-02
6.977057469707433901e-01,7.147084114975725821e-01,4.897527109280254420e-02
6.914637154706283484e-01,7.216907075966367824e-01,3.225604991655963566e-02
-7.013494902034891343e-01,-7.099753965840568393e-01,-6.359110658431171847e-02
7.285726447428090280e-01,6.839335586383534782e-01,3.764025372850829387e-02
7.348697740427646563e-01,6.755995772186604853e-01,5.942748909640516164e-02
6.938792227736060303e-01,7.195028648464782961e-01,2.910758802798258174e-02
6.736388024459255552e-01,7.356788343275731945e-01,7.062164371949045116e-02
6.670317280344262301e-01,7.418512900589251391e-01,6.874108839199291610e-02
7.125563064515553213e-01,6.998345422166049046e-01,4.995121276398185872e-02
7.010553154294500988e-01,7.115101697454920826e-01,4.769405682949865583e-02
7.688940707079496839e-01,6.356433112042658706e-01,6.898904950378027812e-02
6.506943333060158929e-01,7.590600069359585422e-01,2.061044574534785095e-02
-5.597245555079879420e-01,-8.283169250520657778e-01,2.448455908681545015e-02
