6.806390554495732603e-01,7.128743725495799710e-01,6.874979253748940422e-02,-1.066214557349239173e-01,-5.973717217756707720e-02,-6.720875309738677528e-02,-2.419958917672705712e-02,3.834885290750188885e-02,2.033316649225019868e-02,-4.348215534964159495e-02
7.113030578640683332e-01,6.893706356931056378e-01,7.584207030806870871e-03,-1.155895488916946490e-01,-1.535902739828506718e-02,-4.459495194830317977e-02,-3.136391690470744908e-03,-1.206005204429840341e-02,5.483275602035045382e-02,-3.331682039214298348e-03
6.975843468044463647e-01,7.049205940651486202e-01,6.118406258171252277e-02,-6.401342685291955270e-02,-2.056582705232448682e-02,-4.806382026178089573e-02,1.028953408556565474e-02,1.720483148504324197e-02,3.453557370399010229e-02,-6.552981134645016748e-02
6.741651804325009545e-01,7.302568450427018298e-01,2.608703626079642360e-02,-7.120391241740071930e-02,-3.949466996709483091e-02,-3.422896278821327409e-02,2.943283363737239991e-02,3.768349639522251826e-02,1.612002952314095169e-02,-3.461322519772648543e-02
-7.060406368793894494e-01,-6.989338592783039816e-01,-2.271272829600379239e-02,6.557637133120301776e-02,1.524039431219962985e-02,2.967573943191532254e-02,-3.882524167009879235e-02,-1.417832061751067053e-02,-6.894710907103640540e-02,2.463541719792769480e-02
-6.492538782796548613e-01,-7.533916379564087329e-01,-2.484516289817930920e-03,6.150775511525594791e-02,4.280743761733646346e-02,4.276109452661503579e-02,-4.365390945227170388e-02,1.186990275707557052e-02,-3.628772867390052392e-02,7.531205810331677644e-03
-6.955003247827256097e-01,-7.043041737861395202e-01,-1.592846366317740570e-02,1.152279002887671711e-01,2.399284827161689282e-02,6.049326037752493501e-02,-1.443375887927777004e-02,-4.422390219479950535e-02,4.249195535026444037e-03,1.692661077168558167e-02
-7.244478613584839355e-01,-6.749524924788001812e-01,-2.908035805050002837e-02,1.074976025916312000e-01,6.882835304186862846e-02,1.816480858502914075e-02,4.328415393453285964e-04,-8.609720726338990215e-03,-4.296711518111739903e-02,1.500790456134405010e-02
-7.077144497033179826e-01,-6.997900746324760002e-01,-1.448007034771573408e-02,6.860511631354693218e-02,5.573779165819414683e-02,2.165131353419841309e-02,-2.703956702165862327e-02,1.024514845885451074e-02,-3.628492375290100734e-03,9.645034995518534174e-03
-6.681161387605453195e-01,-7.293634875817883723e-01,-4.998379573836198020e-02,1.056080849336216709e-01,3.639982365426695093e-02,6.356108002689470071e-02,-2.888353522951665059e-02,-2.468866091909814250e-02,-1.179115818643356080e-02,3.241145812072402516e-02
-6.725593825860811670e-01,-7.346495628825597812e-01,-1.358657490705084646e-02,5.433312995150651331e-02,1.840941059010869907e-02,4.116789461955049773e-02,-6.115587528522989716e-03,-1.499587400831788389e-02,-2.115889309244476518e-02,4.553608759203500028e-02
7.146410190461738310e-01,6.862651950808413837e-01,3.402053661470078733e-02,-1.177821453122433748e-01,-4.064619719605334219e-02,-2.552679850803530812e-02,5.397259316569667786e-03,1.489140658894222424e-02,2.183760289600429616e-02,-1.633306965187692958e-02
6.776068955971072949e-01,7.243425686677049669e-01,1.253264953114932231e-02,-7.843722425805631226e-02,-3.294204116284014244e-02,-6.097971880332703210e-02,3.556984545310572232e-02,9.731499675352856329e-03,1.172055004271630070e-02,-5.971835007300994175e-02
-7.190973465841355994e-01,-6.859034409489890294e-01,-2.338321670595352661e-02,8.445213904133294647e-02,2.868179421511803107e-02,2.174346744042329402e-02,-2.953304098739271619e-02,-1.615805521671125414e-02,-2.907105090094770292e-02,3.850589907081990865e-02
6.580549085012057375e-01,7.412802121900772256e-01,5.239761847580846205e-02,-9.558438561829120383e-02,-3.386910786651933097e-02,-3.975858142504514608e-02,-1.701476562252063340e-02,6.826124490989861869e-03,2.738442018622465335e-03,-5.014021004034689005e-02
-6.733876347335758794e-01,-7.341924296499369174e-01,-2.133715682499010696e-02,6.276228756769415551e-02,4.016831108920540516e-02,2.609166029801053208e-02,-7.202343276794712090e-03,7.755071452237692273e-03,-2.004963810958566156e-02,1.754764392849388066e-02
6.734262991795861852e-01,7.212302806229372587e-01,6.443344890514435264e-02,-1.255671612098379630e-01,-5.551800077320794002e-02,-2.875239460733181734e-02,1.898376525678857271e-02,2.518927878613794538e-02,3.853183107089991344e-02,-4.072696092228647244e-03
6.831989622050923527e-01,7.148101968928453065e-01,3.675037633127613973e-02,-1.136178919980069119e-01,-4.553693537832002869e-02,-2.912776730611898318e-02,3.511904151793486528e-02,3.725298081799684191e-02,4.771226686216219898e-02,1.436361860243326634e-02
-7.074556344887027448e-01,-6.953602202848109259e-01,-4.461496453205855695e-02,8.749895322620653004e-02,8.193440673890004314e-03,3.240208590917227627e-02,-1.662626083778561206e-02,-5.458369442403547198e-03,-5.932902048798243538e-02,3.729531793598824668e-02
-7.067960068827847664e-01,-7.011757986735512871e-01,-6.132332273774210654e-03,7.199890704476344383e-02,1.547677554186610571e-02,3.542746618995754743e-02,-1.830028332721022472e-02,5.361566586905029685e-03,-3.906957518278718344e-02,1.362870064980667602e-02
-6.515665641375119055e-01,-7.472786175396949337e-01,-6.459143534277705934e-02,9.690434225173599758e-02,4.555244259356512615e-02,9.637396912715784358e-03,-1.675051689613599182e-02,-8.496058142185567916e-03,-2.203161253132684266e-02,-2.161286613689333835e-02
-6.971086826233463540e-01,-7.095942235499322903e-01,-3.026823637761423894e-02,7.380756835070524657e-02,4.751410030011112007e-02,2.777751814677090897e-02,-1.013655567928718228e-02,1.413002184203775852e-02,-2.862750554779234374e-02,-8.231904691066499122e-04
7.084027729504210891e-01,6.929992306913933531e-01,5.577153899584834373e-02,-6.492309275575960936e-02,-7.225336423440566203e-02,-4.709120741568525309e-02,3.299641753638989095e-02,7.516087248847507125e-03,3.742642151780622289e-02,-2.465729867401088640e-02
7.375410558586790177e-01,6.649765452656047904e-01,3.415051568024684431e-02,-5.632451319371391263e-02,-7.935886675944268942e-03,-4.590611375063694682e-02,3.092460955718774260e-02,3.516529905492148805e-02,6.059386117277515416e-02,-3.828552388329451578e-02
-7.346677382364892317e-01,-6.670668396713244075e-01,-3.828377311427599156e-02,7.441456436284822618e-02,4.370122308539681893e-02,2.957561964469602664e-02,-1.304997841908728251e-02,-5.824015246810373275e-02,-3.788064555733725719e-02,2.236730541662427033e-02
-6.919977088536557464e-01,-7.035262333707223981e-01,-5.145296203428264409e-02,1.039290287005342484e-01,3.147752782518843662e-02,3.687094566308200816e-02,-4.650561452475195784e-02,-5.771470707261962957e-02,-4.441169340953740607e-02,5.408234548700428107e-02
7.020038338653209475e-01,6.914532707875248319e-01,7.101951162731431899e-02,-1.320471974047996710e-01,-2.073400201230455112e-02,-2.143230454199102422e-02,2.362167611494542935e-02,6.670751244090936116e-02,2.195193303431600476e-02,-1.495835891656357997e-02
