6.041401133614819896e-01,7.956777209112390059e-01,2.335911111735551604e-02,-3.695997566123854217e-02
6.448350456030110811e-01,7.630219976197725185e-01,2.790625286264029892e-02,3.473378991214542272e-02
6.689620891810701409e-01,7.420979660421185287e-01,3.871270390805368888e-02,1.678268723345145361e-02
7.043478722953632198e-01,7.058096533118370930e-01,3.876525156853023735e-02,6.499279464407964335e-02
6.995324915575876767e-01,7.127089788958616001e-01,1.186978698988115991e-02,5.058965124673801134e-02
6.926215213878338384e-01,7.209092526286305924e-01,-4.543028816059753797e-03,2.333749073932885401e-02
7.183315432549016721e-01,6.942432555674578065e-01,4.497273810816981854e-02,1.883850095564514049e-03
7.270364162486877557e-01,6.852883261195878983e-01,2.213014874799238904e-02,3.616926939917302491e-02
6.946306792533217811e-01,7.183552130365932209e-01,3.801880556787576304e-02,2.928782411115622882e-03
-7.184005867036195037e-01,-6.955046638752608867e-01,9.491518580129752400e-03,-9.152629496410871410e-03
6.642467416628435872e-01,7.455190594435915363e-01,3.523919620463423358e-02,4.166290013296597428e-02
6.851011056500839747e-01,7.245170199131902855e-01,-2.035690342597867505e-02,7.278158679259298658e-02
7.123908251015886872e-01,7.004088803305190680e-01,7.019342355795041462e-03,4.332945300968603364e-02
5.763994329373498537e-01,8.133825314751007562e-01,6.338435333705438879e-02,4.642170777450736752e-02
-6.006122734383358974e-01,-7.982317947612035391e-01,-4.407884936355441902e-02,-1.216362883051374036e-02
6.723445678145502091e-01,7.394522415947797356e-01,2.900108107410928962e-02,1.794719552616049624e-02
6.538643351274423532e-01,7.558821588574178296e-01,1.586409400556692065e-02,2.918773185397650557e-02
6.636171355426204732e-01,7.454814863063885522e-01,4.278117932040010479e-02,4.515995664945881422e-02
-6.678076166995463581e-01,-7.436636933628876234e-01,-2.546720575234913062e-02,-1.867403767555948779e-02
5.911103643192247015e-01,8.062511576492719101e-01,2.116160224408564217e-02,-9.989723422855057225e-03
7.077036570537710292e-01,7.058733556854723812e-01,2.025125734115839141e-02,2.209583902347790618e-02
-6.808340286649402495e-01,-7.291252793118635500e-01,1.920037149459838388e-02,-6.687823423755832886e-02
7.095976264953511858e-01,7.028040775718816802e-01,1.568987744206670754e-02,4.786924656137322986e-02
-6.488397549866345981e-01,-7.598793722792592797e-01,-3.981695727624098846e-02,2.218523523549364908e-03
-6.519203551658834250e-01,-7.574286184744060124e-01,1.492802278352963093e-02,-3.284650015017485936e-02
6.881085740556208696e-01,7.229819841402993497e-01,4.383509950555882634e-02,4.338346425809934404e-02
6.619131265924904639e-01,7.472927509577413918e-01,-2.129361512367566531e-02,5.450815687151161493e-02
7.276451209898937567e-01,6.827788387085620414e-01,-8.034027210345524861e-03,6.543003681929113191e-02
6.332402909730661111e-01,7.726073835260673928e-01,2.800787720300449216e-02,3.605722706936977107e-02
6.967440433173034409e-01,7.108872319814967256e-01,3.346469073712429049e-02,8.981757056060758748e-02
7.186239477116268537e-01,6.931905572737223631e-01,-1.872099888157302897e-02,5.211523081383440809e-02
7.032427429198088165e-01,7.095709746225449255e-01,9.950251431990572021e-03,4.312387969878761496e-02
6.673391065947823497e-01,7.365080008038601411e-01,7.620377936119426820e-02,8.004664622736649970e-02
-6.492364382314333993e-01,-7.603559341552704742e-01,-7.283991849024148806e-03,-1.725816126276684404e-02
6.487621905843371506e-01,7.585749797024876617e-01,-2.190243173014436856e-02,5.649693550883093385e-02
-6.605991998416732569e-01,-7.504588990378038282e-01,-3.972677265989261845e-03,-2.010860161345333352e-02
6.732300414172394110e-01,7.386844066860626112e-01,2.651521604183218125e-02,2.008984744732829689e-02
6.688781963300663991e-01,7.424415851576218195e-01,-6.996102214321952249e-03,3.651719672539733424e-02
7.138237418803816681e-01,6.968880062181463941e-01,6.319374667431279513e-02,2.844859747773010109e-02
6.752741344151044212e-01,7.368658430636104706e-01,9.061173067640516943e-03,3.084587263677937910e-02
-7.778821424302810872e-01,-6.262630843944664294e-01,2.390835659273502639e-02,-4.606855866900901042e-02
7.085366322764381497e-01,7.048888691341680390e-01,1.840473681081204044e-02,2.772703655354998020e-02
6.932133695632487491e-01,7.158479732416150876e-01,7.946878142533388145e-02,-2.648803962944494550e-02
-6.950385654498519861e-01,-7.182129705917897899e-01,-2.836352225939313756e-02,-1.694201924711263851e-02
6.724318062093878057e-01,7.392241982852296722e-01,1.886599858298343424e-02,3.204878726265188854e-02
6.680859687935591928e-01,7.403344059479358696e-01,7.055462509780499603e-02,2.425181535878472711e-02
-7.196837198991008488e-01,-6.935753453830253434e-01,-2.156463710101317113e-02,-2.331415912511824312e-02
7.145154490877493325e-01,6.977747047717294260e-01,4.986391861019195959e-02,-9.577265606319086688e-03
7.327076605797290254e-01,6.784924532154394949e-01,4.729555282146588602e-02,2.346498968223166212e-02
-7.271748958185115796e-01,-6.810912181363660833e-01,-7.744886779401102123e-03,-8.527274006170983134e-02
