7.119265773961439558e-01,6.885405996925508809e-01,-2.669744283434430723e-02,1.014851759228016514e-01,8.977971143894303285e-02
-7.377657392489532784e-01,-6.460584998900493758e-01,1.162746675191044833e-02,-1.720399348274118945e-01,-9.261312839861224333e-02
6.893174365128879044e-01,7.121182361139763994e-01,-1.397969613042424758e-02,9.402372310685672141e-02,9.323731604055165989e-02
6.978039887469993374e-01,7.117805567519832621e-01,-1.346562591286397728e-02,3.608353777127881051e-02,7.038954140565099882e-02
-7.204019528798641936e-01,-6.829486397508417461e-01,4.386698144260367527e-02,-7.129260266650509770e-02,-8.715064253063876942e-02
6.951572594795245585e-01,7.099650158722911053e-01,1.789455742267976116e-02,7.127429012939706654e-02,8.547409672860771523e-02
-7.204751104836053521e-01,-6.781068516043412542e-01,1.343052265984572523e-02,-1.289572371874432299e-01,-6.539392188077988721e-02
7.387016874077221296e-01,6.615413563538398156e-01,-3.885987197482449612e-02,1.004365529386656436e-01,7.131100923703508065e-02
7.334760448907701180e-01,6.641931047552478429e-01,-2.683921471310585574e-02,1.161094223470482550e-01,8.160067256337974473e-02
-7.198379151148017741e-01,-6.875816245114259040e-01,-5.539207335406355452e-03,-4.057079470246368474e-02,-8.595471712890265237e-02
7.012438547922648091e-01,6.995767577093019440e-01,-4.633594751754286506e-02,1.252531888287289064e-01,3.184391378131516681e-02
-6.911681579884795257e-01,-7.126108724530998417e-01,1.559611887538036971e-02,-4.706933167021448705e-02,-1.096063909477372339e-01
7.158440434890428472e-01,6.914860354160492495e-01,-1.842902611989663195e-02,5.999284000124423255e-02,7.399728623881438039e-02
-7.505974836599770272e-01,-6.510924427220545763e-01,2.439490650455994336e-02,-8.789833526552708054e-02,-6.603650314576917091e-02
-7.570970783310320140e-01,-6.434526441846717404e-01,3.115427864468925043e-02,-5.465916697736082630e-02,-9.388554234726322056e-02
7.147494856091147764e-01,6.910700846920152518e-01,-1.519513764320851515e-02,7.431371114536786116e-02,7.617014502469686421e-02
7.309868125884997347e-01,6.597039034561507087e-01,-1.550627036393567929e-02,1.279951474955905444e-01,1.175833210255857048e-01
-7.383316374149909711e-01,-6.597091693262937540e-01,2.681330083935492756e-02,-6.597086714453950784e-02,-1.207439302209655924e-01
-6.907840849083899393e-01,-7.098178150197335112e-01,2.333180945013933402e-02,-1.188238637631530425e-01,-6.566988340227199183e-02
7.074611711172340556e-01,6.935883821550788975e-01,-2.186401274515620274e-02,1.120333524422778698e-01,7.351421895222612357e-02
-6.977674666726766395e-01,-7.001907260986500736e-01,6.236567971841531013e-03,-1.103915285753364478e-01,-1.030937688581292505e-01
